id,name,artists,artistid,explicit,popularity,durationms,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
5E30LdtzQTGqRvNd7l6kG5,Daddy Issues,['The Neighbourhood'],77SW9BnxLY8rJ0RciFqkHh,False,83,260173,0.588,0.0678,0.521,0.149,0.123,-9.461,0.0329,85.012,0.337
3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,['Twenty One Pilots'],3YQKmKGau1PzlVlkL1iodx,False,83,202333,0.734,0.0462,0.637,2.29e-05,0.0602,-5.677,0.141,169.977,0.648
6K4t31amVTZDgR3sKmwUJJ,The Less I Know The Better,['Tame Impala'],5INjqkS1o8h1imAzPqGZBb,True,83,216320,0.64,0.0115,0.74,0.00678,0.167,-4.083,0.0284,116.879,0.785
04aAxqtGp5pv12UXAg4pkq,Centuries,['Fall Out Boy'],4UXqAaa6dQYAk18Lv7PEgX,False,78,228360,0.393,0.00359,0.858,0.0,0.102,-2.868,0.0729,176.042,0.56
0y1QJc3SJVPKJ1OvFmFqe6,Way down We Go,['KALEO'],7jdFEYD2LTYjfwxOdlVjmc,False,78,213706,0.489,0.579,0.505,0.000333,0.104,-8.022,0.117,163.255,0.337
0fYVliAYKHuPmECRs1pbRf,Renegades,['X Ambassadors'],3NPpFNZtSTHheNBaWC82rB,False,74,195200,0.526,0.0144,0.862,0.0597,0.229,-6.003,0.0905,90.052,0.528
2Z8WuEywRWYTKe1NybPQEW,Ride,['Twenty One Pilots'],3YQKmKGau1PzlVlkL1iodx,False,80,214506,0.645,0.00835,0.713,0.0,0.113,-5.355,0.0393,74.989,0.566
0M3adYbGtyRHACP86dey1H,Throne,['Bring Me The Horizon'],1Ffb6ejR6Fe5IamqA5oRUF,False,73,191520,0.426,0.000455,0.888,0.0,0.306,-3.72,0.0987,144.111,0.387
1Cj2vqUwlJVG27gJrun92y,The Sound of Silence,['Disturbed'],3TOqt5oJwL9BE2NG9MEwDa,False,70,248466,0.322,0.468,0.28,1.1e-06,0.102,-9.367,0.0281,85.794,0.175
0EfsDEYaSjGYd66Pr881nq,Cry Baby,['The Neighbourhood'],77SW9BnxLY8rJ0RciFqkHh,False,73,235160,0.581,0.00269,0.656,2.78e-06,0.101,-4.891,0.0294,108.033,0.338
7lGKEWMXVWWTt3X71Bv44I,Unsteady,['X Ambassadors'],3NPpFNZtSTHheNBaWC82rB,False,71,193546,0.389,0.178,0.665,0.000732,0.116,-6.169,0.0644,117.055,0.199
3bnVBN67NBEzedqQuWrpP4,Tear in My Heart,['Twenty One Pilots'],3YQKmKGau1PzlVlkL1iodx,False,72,188493,0.655,0.0189,0.632,0.0,0.0722,-4.802,0.0489,120.113,0.447
5n0CTysih20NYdT2S0Wpe8,Trouble,['Cage The Elephant'],26T3LtbuGT1Fu9m0eRq5X3,False,70,225973,0.47,0.392,0.623,0.000439,0.0992,-5.655,0.0302,77.861,0.298
1VyiUi0mRnSKgtHa5dBoUd,Spirits,['The Strumbellas'],6ujr1NkqbZpYOhquczUUfl,False,69,203653,0.556,0.17,0.657,0.0,0.113,-6.075,0.0265,80.529,0.79
6OMO6WdRhSfjMPAiPT94wH,Painkiller,['Three Days Grace'],2xiIXseIJcq3nG7C8fHeBj,False,68,179160,0.376,0.00021,0.95,0.0,0.0377,-4.067,0.0641,178.018,0.438
1Mf27cnAF1Q6Ko83XTM5d1,Glitter & Gold,['Barns Courtney'],5tFRohaO5yEsuJxmMnlCO9,False,67,176093,0.487,0.374,0.625,0.0,0.226,-5.112,0.0401,170.397,0.351
6lFUdRItQEsEuD7dSINL47,Follow You,['Bring Me The Horizon'],1Ffb6ejR6Fe5IamqA5oRUF,False,67,231106,0.54,0.0765,0.661,0.0,0.125,-5.534,0.0381,90.012,0.506
7i9763l5SSfOnqZ35VOcfy,Heavydirtysoul,['Twenty One Pilots'],3YQKmKGau1PzlVlkL1iodx,False,68,234813,0.613,0.00397,0.873,0.00111,0.367,-6.376,0.0449,129.989,0.392
5PUawWFG1oIS2NwEcyHaCr,Uma Thurman,['Fall Out Boy'],4UXqAaa6dQYAk18Lv7PEgX,False,66,211573,0.623,0.103,0.962,0.000174,0.264,-2.616,0.0895,149.963,0.676
2UDumaw7osnyjH7RZ2DLpB,I Am Machine,['Three Days Grace'],2xiIXseIJcq3nG7C8fHeBj,False,66,200146,0.402,1.29e-05,0.97,2.62e-06,0.189,-4.538,0.0668,75.106,0.476
383QXk8nb2YrARMUwDdjQS,Psycho,['Muse'],12Chz98pHFMPJEknJQMWvI,True,66,316717,0.555,0.00114,0.883,0.041,0.868,-3.426,0.0341,125.02,0.507
1Q3t9fWvHUXKsMmpD2XpUu,Cold Cold Cold,['Cage The Elephant'],26T3LtbuGT1Fu9m0eRq5X3,False,67,214386,0.549,0.0178,0.789,6.7e-05,0.059,-6.071,0.0313,136.125,0.715
1yYE8EyuIV0rrvQ1bA2Fyf,Happy Song,['Bring Me The Horizon'],1Ffb6ejR6Fe5IamqA5oRUF,True,66,239386,0.295,4.02e-05,0.924,0.00462,0.377,-3.407,0.0678,171.941,0.219
2MQhTbX792AT6YyzwLz9dt,Sedona,['Houndmouth'],7EGwUS3c5dXduO4sMyLWC5,False,66,239881,0.394,0.0404,0.654,6.96e-05,0.112,-8.243,0.0346,135.188,0.264
07VBqWH6NG8L2ad3l84UKk,R.I.P. 2 My Youth,['The Neighbourhood'],77SW9BnxLY8rJ0RciFqkHh,False,66,205280,0.353,0.00216,0.686,0.0,0.123,-5.704,0.0534,94.47,0.177
5MjkeHk6I0JA0q13eqtnJP,Jekyll and Hyde,['Five Finger Death Punch'],5t28BP42x2axFnqOOMg3CM,True,65,206903,0.544,0.00058,0.96,1.99e-05,0.0531,-4.681,0.106,154.966,0.718
3omXshBamrREltcf24gYDC,First,['Cold War Kids'],6VDdCwrBM4qQaGxoAyxyJC,False,65,200360,0.468,0.0202,0.692,2.39e-06,0.523,-4.015,0.0295,78.009,0.561
4LFBVDJV0xpayUvquQVzhS,Cut the Cord,['Shinedown'],70BYFdaZbEKbeauJ670ysI,False,65,224596,0.447,0.00349,0.966,0.000198,0.312,-2.966,0.089,178.105,0.533
2EWpa5XnAuSn0sIkSSIhYk,Wish I Knew You,['The Revivalists'],5kuJibJcwOC53s3OkoGMRA,False,64,274093,0.649,0.142,0.718,0.0713,0.124,-6.593,0.0261,101.034,0.718
4AewKenHXKBt643p473xCk,American Money,['BØRNS'],1KP6TWI40m7p3QBTU6u2xo,False,64,260986,0.542,0.0226,0.867,0.00347,0.116,-5.26,0.0813,134.984,0.326
3f7OyfSoDbQC0LRDQiytPp,Mountain at My Gates,['Foals'],6FQqZYVfTNQ1pCqfkwVFEa,False,64,244293,0.495,0.0025,0.931,0.0819,0.246,-5.336,0.0469,104.05,0.617
3jjU4Pky1ja5J1onU6ei4T,The Vengeful One,['Disturbed'],3TOqt5oJwL9BE2NG9MEwDa,False,64,252002,0.238,0.000213,0.967,1.18e-06,0.26,-2.602,0.136,170.128,0.58
1KTJmfwrk5pYqsi9mkY3nT,True Friends,['Bring Me The Horizon'],1Ffb6ejR6Fe5IamqA5oRUF,False,64,232320,0.419,0.000683,0.938,0.0,0.114,-3.12,0.0837,160.151,0.333
2D9BrlpeyjXF0vli2dYQ5V,Angels Fall,['Breaking Benjamin'],5BtHciL0e0zOP7prIHn3pP,False,63,228866,0.4,0.000868,0.886,0.000211,0.122,-5.078,0.0521,195.958,0.406
2XgTw2co6xv95TmKpMcL70,Square Hammer,['Ghost'],1Qp56T7n950O3EGMsSl81D,False,63,239293,0.53,3.31e-05,0.903,0.182,0.259,-4.396,0.0483,129.983,0.747
05QquCUFrpkKTHz5Sy09nc,Wash It All Away,['Five Finger Death Punch'],5t28BP42x2axFnqOOMg3CM,True,62,225705,0.486,2.26e-05,0.984,0.0,0.28,-3.619,0.0717,123.64,0.277
