id,name,artists,artistid,explicit,popularity,durationms,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
0pqnGHJpmpxLKifKRmU6WP,Believer,['Imagine Dragons'],53XhwfbYqKCa1cC15pYq2q,False,86,204346,0.776,0.0622,0.78,0.0,0.081,-4.374,0.128,124.949,0.666
6QgjcU0zLnzq5OrUoSZ3OK,Feel It Still,['Portugal. The Man'],4kI8Ie27vjvonwaB2ePh8T,False,75,163253,0.801,0.0417,0.795,0.000113,0.0717,-5.115,0.0504,79.028,0.754
1qwno7xb5mJe71xtMS6jl2,High Enough,['K.Flay'],0pCNk4D3E2xtszsm6hMsWr,False,73,231600,0.606,0.0301,0.62,0.0916,0.167,-5.005,0.0298,88.984,0.543
0w5Bdu51Ka25Pf3hojsKHh,Hard Times,['Paramore'],74XFHRwlV6OrjEM0A2NCMF,False,72,182693,0.695,0.00647,0.818,4.87e-06,0.0219,-5.379,0.0334,119.965,0.916
14BH4qO7pgCmIe6mgLKOK3,Someone To You,['BANNERS'],4qWnlmXWuGv2TtuxtIWlJX,False,70,219800,0.468,0.00568,0.936,0.0,0.24,-3.683,0.0455,75.05,0.663
7aOor99o8NNLZYElOXlBG1,Highway Tune,['Greta Van Fleet'],4NpFxQe2UvRCAjto3JqlSl,False,70,180640,0.582,0.0096,0.962,0.128,0.283,-3.037,0.0542,123.971,0.506
3SWqGa1J0M7hSBUDM0KePD,Legend,['The Score'],2q3GG88dVwuQPF4FmySr9I,False,69,189120,0.601,0.0139,0.757,8.85e-05,0.0727,-3.341,0.028,82.001,0.462
4BdGO1CaObRD4La9l5Zanz,Sit Next to Me,['Foster The People'],7gP3bB2nilZXLfPHJhMdvc,False,68,243146,0.638,0.117,0.738,0.000384,0.689,-4.976,0.0292,97.021,0.657
104buTcnP2AsxqB7U1FIZ4,Heavy (feat. Kiiara),"['Linkin Park', 'Kiiara']",6XyY86QOPPrYVGvF9ch6wz,True,67,169800,0.59,0.0484,0.671,0.0,0.0604,-6.098,0.0706,149.982,0.438
2UZtI2HUyLRzqBjodvcUmY,Rx (Medicate),['Theory of a Deadman'],74eX4C98E4FCrAMl39qRsJ,True,65,233173,0.639,0.0133,0.71,0.0,0.118,-7.445,0.0275,119.989,0.378
6Qn5zhYkTa37e91HC1D7lb,Whatever It Takes,['Imagine Dragons'],53XhwfbYqKCa1cC15pYq2q,False,79,201240,0.672,0.0362,0.655,0.0,0.117,-5.021,0.0311,134.945,0.556
32BEasyNQgqXQJKoVa0fUw,Black Smoke Rising,['Greta Van Fleet'],4NpFxQe2UvRCAjto3JqlSl,False,67,259893,0.558,0.197,0.902,0.000148,0.0852,-4.018,0.0464,100.027,0.572
7Fv8Qp3tTSbSS2VjryUF7L,Revolution,['The Score'],2q3GG88dVwuQPF4FmySr9I,False,65,231986,0.574,0.0611,0.833,0.0,0.105,-6.239,0.0563,86.008,0.574
2RJfK2pOvGpnxC255YOy5k,Rose-Colored Boy,['Paramore'],74XFHRwlV6OrjEM0A2NCMF,False,64,212853,0.768,0.00199,0.826,0.000374,0.031,-4.904,0.0335,114.997,0.926
454I78HEySdcHE8fcVabTb,Amsterdam,['Nothing But Thieves'],1kDGbuxWknIKx4FlgWxiSp,False,64,272240,0.511,0.00403,0.934,3.48e-05,0.242,-4.561,0.242,168.062,0.668
6EaGMOSWL2LndwY6gClBaD,Help,['Papa Roach'],4RddZ3iHvSpGV4dvATac9X,False,64,214797,0.383,0.00085,0.9,1.94e-06,0.271,-5.42,0.134,183.96,0.286
5aWhs651KYM26HYM16kRdk,The Man,['The Killers'],0C0XlULifJtAgn6ZNCW2eu,False,62,250093,0.606,0.0737,0.942,2.23e-06,0.0709,-2.598,0.115,106.02,0.519
1BfR5GMOgW0peHkPxrwf11,Safari Song,['Greta Van Fleet'],4NpFxQe2UvRCAjto3JqlSl,False,66,234600,0.362,0.164,0.928,1.61e-05,0.315,-4.015,0.0503,175.868,0.678
3kdMzXOcrDIdSWLdONHNK5,The Sky Is A Neighborhood,['Foo Fighters'],7jy3rLJdDQY21OgRLCZ9sD,False,62,244573,0.357,0.000798,0.549,0.00485,0.22,-7.843,0.0698,130.749,0.531
6FT9FZccFD6nE8dMNslz2n,Walk On Water,['Thirty Seconds To Mars'],0RqtSIYZmd4fiBKVFqyIqD,False,61,185466,0.495,9.16e-05,0.787,0.0,0.167,-6.89,0.0368,140.003,0.388
00RI7b6oZDjx6IQC2eH6bh,Hellfire,['Barns Courtney'],5tFRohaO5yEsuJxmMnlCO9,False,61,168853,0.529,0.244,0.847,0.0,0.205,-5.513,0.0482,93.977,0.69
3ySU5vwQB33iGulwcUL9qQ,Don't Take The Money,['Bleachers'],2eam0iDomRHGBypaDQLwWI,False,61,215546,0.63,0.000397,0.885,1.37e-06,0.206,-5.674,0.0406,110.072,0.289
52LL3IFB8N3PaJmoZ8Xii1,The Way You Used To Do,['Queens of the Stone Age'],4pejUc4iciQfgdX6OKulQn,False,60,274281,0.482,0.0103,0.843,0.103,0.362,-5.909,0.288,97.907,0.433
6t44iU80A0h8WQ7vc4OoRj,Fake Happy,['Paramore'],74XFHRwlV6OrjEM0A2NCMF,False,60,235706,0.734,0.076,0.626,6.54e-06,0.168,-5.685,0.0458,98.559,0.44
6rAXHPd18PZ6W8m9EectzH,Sorry,['Nothing But Thieves'],1kDGbuxWknIKx4FlgWxiSp,False,60,214706,0.667,0.00238,0.776,4.52e-05,0.134,-4.535,0.0281,128.005,0.519
5NAiPIEzxAexFE3ucV18Q8,Run For Cover,['The Killers'],0C0XlULifJtAgn6ZNCW2eu,False,60,222146,0.466,0.0016,0.951,0.00242,0.351,-3.314,0.125,165.107,0.499
5cRPdqpWkaNmIbPi6wJDg2,Born For Greatness,['Papa Roach'],4RddZ3iHvSpGV4dvATac9X,False,60,227847,0.525,0.0571,0.85,0.0,0.0555,-5.469,0.0678,134.115,0.275
60eOMEt3WNVX1m1jmApmnX,Live in the Moment,['Portugal. The Man'],4kI8Ie27vjvonwaB2ePh8T,False,60,246786,0.546,0.002,0.583,0.173,0.115,-7.317,0.0348,128.017,0.235
7KsZHCfOitA5V9oQYVdltG,Everything Now,['Arcade Fire'],3kjuyTCjPG1WMFCiyc5IuB,False,59,303013,0.548,0.00171,0.865,0.000449,0.457,-5.325,0.0302,116.046,0.61
0criiQKIY1hyU0lRbVhZ8L,Monster,['STARSET'],0kD8IT1CzF7js2XKM9lLLa,False,59,256320,0.386,0.00146,0.86,2.32e-06,0.0643,-6.757,0.0543,97.576,0.261
5k02Wjsu2MdpF3c9VFQD0k,Never Going Back,['The Score'],2q3GG88dVwuQPF4FmySr9I,False,59,197680,0.546,0.0122,0.619,0.0,0.0585,-6.09,0.042,159.982,0.625
0iQ77tSa7ncj7zBPtVx6cU,One Foot,['WALK THE MOON'],6DIS6PRrLS3wbnZsf7vYic,False,59,261372,0.582,0.00749,0.822,2.09e-06,0.818,-4.861,0.0365,100.025,0.471
0FNLnZRNWEIbGsb8jkU2lv,Champion,['Barns Courtney'],5tFRohaO5yEsuJxmMnlCO9,False,59,190360,0.54,0.0789,0.739,0.0,0.225,-6.474,0.0636,78.977,0.434
57nTFMsSiVATCDPZm9JF4S,Gone Away,['Five Finger Death Punch'],5t28BP42x2axFnqOOMg3CM,False,59,275212,0.502,0.000374,0.737,5.07e-05,0.153,-7.572,0.0407,106.05,0.277
4rhUBIlzi7zgV7TryhVujl,Edge Of Darkness,['Greta Van Fleet'],4NpFxQe2UvRCAjto3JqlSl,False,59,268400,0.456,0.00753,0.943,0.143,0.078,-3.819,0.0553,148.017,0.666
45HAjqRWiNv6mMPw4NvZrU,Come Together,"['Gary Clark Jr.', 'Junkie XL']",01aC2ikO4Xgb2LUpf9JfKp,False,58,193714,0.447,0.00257,0.788,1.68e-05,0.0744,-4.994,0.0464,80.04,0.505
5jsDxDkJ1PqyYUWhDMr86B,Song #3,['Stone Sour'],49qiE8dj4JuNdpYGRPdKbF,False,58,256533,0.481,0.00264,0.945,0.0,0.135,-5.468,0.0813,157.059,0.427
31FVK7g99Nn15DOY6yYFuT,Take It All Back 2.0,['Judah & the Lion'],3wWtfT7S2uVJJ3hGZlOLkZ,False,57,218355,0.441,0.0104,0.802,6.19e-05,0.123,-6.411,0.0305,148.02,0.783
0sJ4NbFdEhgLOtInlbRmFl,Higher,['The Score'],2q3GG88dVwuQPF4FmySr9I,False,57,214613,0.449,0.00342,0.745,0.0,0.295,-5.045,0.0327,83.918,0.465
1wLQwg0mloy3yXjL0jPE0N,Run,['Foo Fighters'],7jy3rLJdDQY21OgRLCZ9sD,False,57,323373,0.365,3.31e-05,0.892,0.0948,0.751,-8.036,0.0786,136.133,0.176
4SE1kjgRulcwjNcc7oFFg4,Flower Power,['Greta Van Fleet'],4NpFxQe2UvRCAjto3JqlSl,False,58,312533,0.268,0.345,0.697,0.0562,0.138,-5.544,0.0365,166.137,0.195
