id,name,artists,artistid,explicit,popularity,durationms,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
3Str3OZii9YMeMOuJLG577,Beautiful Love,['Sophie Milman'],19GI8I4UhSpBl8Y9XpKyT4,False,0,178413,0.435,0.875,0.349,3.31e-05,0.169,-9.517,0.0349,106.938,0.315
78aWV07CIrSfI903fIxjR1,Dream A Little Dream Of Me - Single Version,"['Ella Fitzgerald', 'Louis Armstrong']",5V0MlUE1Bft0mbLlND7FJz,False,0,185240,0.512,0.895,0.207,0.0,0.128,-11.366,0.0798,86.047,0.335
79KMw5grBPDLAJTPho7DOe,Cry Me A River,['Dinah Washington'],32LHRiof0sa4taYew9i3Fa,False,0,146226,0.31,0.898,0.22,0.0211,0.108,-16.61,0.0357,99.44,0.275
6ipZfr1msvNOxyroHB0s3w,Feeling Good,['Nina Simone'],7G1GBhoKtEPnP86X2PvEYO,False,0,173706,0.401,0.879,0.349,0.0,0.274,-9.255,0.0428,110.345,0.584
3TALzheHpVKUIkWX83cx95,Deep in It,['St Germain'],484sZUYmnRXN84zmk3GY1n,False,0,438333,0.729,0.0324,0.574,0.892,0.114,-13.444,0.0457,121.903,0.0593
39T2KhyV3fAwpzUFSgX4FQ,Other Side Of The Game,['Erykah Badu'],7IfculRW2WXyzNQ8djX8WX,False,2,393733,0.657,0.433,0.253,0.514,0.116,-10.665,0.0855,83.213,0.186
1iXpq6uyves7dVGJ4MwGYr,Somethin' Else - Remastered,['Cannonball Adderley'],5v74mT11KGJqadf9sLw4dA,False,33,494026,0.512,0.468,0.469,0.0,0.191,-6.825,0.032,78.651,0.593
5qRJZGqWHMpKRxk8rmAVto,Gloomy Sunday,['Branford Marsalis'],1gPY6jETlC02stpXOUmSBH,False,30,763466,0.421,0.91,0.0967,0.415,0.218,-16.441,0.0509,77.401,0.183
3MYojP082i6SdgmUxZWgMu,Twilight...And Beyond,['Joshua Redman'],3uaHfXYx9Fh4HjqMbrWn5S,False,24,660400,0.459,0.822,0.187,0.382,0.104,-15.31,0.0473,143.059,0.259
6rK27cC9hX0e1Chrnxo9Vn,My Romance - Rudy Van Gelder Remaster,['Gene Ammons'],338mC0yGyX0C9of8QMJ5hK,False,51,252946,0.519,0.966,0.0422,0.929,0.124,-10.778,0.0537,130.436,0.397
,'Round Midnight,['Various Artists'],,False,0,310000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5YHPH0wpc5IMqNNrbN3JMm,Sleep Away,['Bob Acri'],5LgnVUVYlM9jqiyYMgNMMB,False,40,201226,0.507,0.939,0.137,0.929,0.112,-21.449,0.0393,99.496,0.256
01F7FoBqnpYRZWTuSH1U9i,Feels So Good - Single Version,['Chuck Mangione'],2MMaIlHd8UvDW0mVRAncD6,False,0,212226,0.616,0.36,0.507,0.0168,0.092,-12.339,0.0461,104.841,0.626
13Y8guAjsfss2WPIINuoYd,Favela - Remastered,['Ike Quebec'],6y7dRlvApiCjP12JrxWQjh,False,45,240266,0.605,0.931,0.128,0.601,0.127,-18.793,0.109,148.197,0.796
38dvyMaOLhZeui8VB7XrYT,'Round Midnight,"['Thelonious Monk', 'Gerry Mulligan', 'Wilbur Ware', 'Shadow Wilson']",4PDpGtF16XpqvXxsrFwQnN,False,13,508320,0.569,0.984,0.168,0.898,0.178,-16.998,0.0381,122.489,0.254
